event	Eta	Phi	pT
74431	-1.9612	3.04879	7.07926
74431	-2.13438	3.35193	2.23345
74431	-2.07004	3.48828	0.873975
74431	-1.6787	3.11977	1.61921
74431	-1.84837	3.61076	1.45228
74431	-2.07274	3.3863	0.594635
74431	-2.02451	3.21735	4.67693e-05
74431	-1.96599	3.17974	2.25904
74431	-1.89844	3.1703	2.67494
74431	-1.71918	3.2552	2.52574
74431	-1.84249	3.29839	4.5449e-05
74431	-1.79395	3.26473	2.61831
74431	-1.83373	3.21755	4.95221
74431	-1.85115	3.23081	5.07306
74431	-1.83961	3.25323	10.2366
74431	-1.76285	3.26618	4.14917
74431	-1.92952	3.47934	7.05864
74431	-1.71003	3.48561	2.26947
74431	-1.77736	3.29626	1.13185
74431	-1.74205	3.48111	0.000350114
74431	-1.89127	3.34876	3.44607e-05
74431	-1.74488	3.39671	2.46013
74431	-1.81927	3.4039	37.0991
