event	Eta	Phi	pT
20417	0.00613387	1.30401	3.33147e-05
20417	-0.261615	1.61076	0.991082
20417	-0.259289	1.66794	1.9601
20417	0.281521	1.78547	3.12977e-05
20417	0.291768	1.60182	4.77449
20417	0.273005	1.74764	4.93631e-05
20417	0.105445	1.87837	4.31836
20417	0.132863	1.50436	5.47303
20417	0.19782	1.62559	2.01903
20417	0.00563062	1.49628	2.75852
20417	-0.0786311	1.79331	4.87736
20417	-0.0268028	1.51275	3.39246e-05
20417	0.14881	1.69702	5.43794e-05
20417	-0.0263178	1.77288	4.7319e-05
20417	0.118322	1.66015	1.00803
20417	0.0928818	1.66594	5.2561e-05
20417	0.0797209	1.62648	10.7965
20417	0.0753802	1.66709	0.000150226
20417	0.0321501	1.70663	16.2639
20417	-0.00101074	1.69784	0.000114607
20417	-0.0200392	1.71425	8.071e-05
20417	-0.0341197	1.70206	17.3303
20417	0.0579074	1.58941	1.59527
20417	0.0431356	1.63755	3.18097
20417	-0.0460142	1.65876	1.20049
20417	0.00111677	1.65551	0.000171451
20417	0.000835476	1.59802	3.03218
20417	-0.0173012	1.62675	21.1673
