event	Eta	Phi	pT
38672	-1.91586	4.34948	2.93215e-05
38672	-2.03443	4.31869	2.10738e-05
38672	-1.86868	4.54976	2.51331e-05
38672	-1.89547	4.50712	10.0609
38672	-2.08773	4.38901	3.76525
38672	-2.03114	4.4204	6.48034
38672	-1.9295	4.60095	2.77562
38672	-2.18559	4.39427	0.958262
38672	-2.16026	4.4293	0.980362
38672	-2.22006	4.76163	0.592422
38672	-2.20867	4.73816	16.1065
38672	-2.25199	4.7133	5.14779e-05
38672	-2.24865	4.7023	0.000106235
38672	-2.26662	4.68082	0.000601672
38672	-2.1722	4.61047	64.2532
