event	Eta	Phi	pT
27734	-1.56569	5.6569	2.12145
27734	-1.61071	5.66516	10.698
27734	-1.51169	6.24417	4.53348
27734	-1.77761	5.81104	1.2338
27734	-1.80945	5.8701	1.3897
27734	-1.69811	5.88949	3.51457
27734	-1.78256	6.11107	1.21486
27734	-1.8092	6.00083	3.64968e-05
27734	-1.80945	6.01152	2.01327
27734	-1.64347	6.15365	5.12392e-05
27734	-1.68675	5.90036	5.85383e-05
27734	-1.57786	6.02853	2.5771
27734	-1.68553	5.93168	5.32882e-05
27734	-1.72601	6.09359	2.55969
27734	-1.75946	6.01062	0.984277
27734	-1.716	5.99091	0.000139331
27734	-1.72446	6.02633	1.92488
27734	-1.71778	6.03869	1.67972
27734	-1.64084	6.03217	1.64083
27734	-1.67193	6.0203	31.1011
