event	Eta	Phi	pT
84539	1.72586	6.19223	2.24413e-05
84539	1.24688	6.18683	11.7048
84539	1.3709	6.13269	9.47606e-05
84539	1.36576	6.13986	1.87679
84539	1.38101	6.15549	5.22848e-05
84539	1.40403	6.18829	2.7551
84539	1.38793	6.19074	17.2198
84539	1.38674	6.20374	6.87057
84539	1.2482	6.0589	6.03539
84539	1.3	6.05699	6.09442e-05
84539	1.31107	6.05801	6.23168
84539	1.73733	6.0479	2.62525e-05
84539	1.71858	6.04109	2.52149
84539	1.40214	5.65409	2.49844
84539	1.41933	5.93185	2.53569e-05
84539	1.50917	5.86191	19.0719
84539	1.54497	5.86125	40.541
84539	1.5579	5.85171	34.4771
