event	Eta	Phi	pT
39545	-1.00436	5.17385	4.03614
39545	-1.0697	5.1517	8.97252
39545	-1.01674	5.12539	8.5426e-05
39545	-1.12709	5.07775	4.70411e-05
39545	-1.07823	5.05982	5.50958e-05
39545	-1.06724	5.0523	4.13256e-05
39545	-1.26823	4.82097	5.40333
39545	-1.14349	4.9349	0.977872
39545	-1.12101	4.93063	4.35382
39545	-1.07413	4.93629	12.3509
39545	-1.13318	4.87336	2.174
39545	-1.13384	4.84751	4.89438
39545	-1.12933	4.83709	2.13628
39545	-1.12035	4.54349	1.75804
39545	-1.06512	4.51731	4.99246e-05
39545	-1.05595	4.59065	4.36262
39545	-1.0832	4.62549	2.26153
39545	-1.07513	4.74244	4.67069e-05
39545	-1.01537	4.67164	0.000141121
39545	-0.98576	4.70717	37.0407
