event	Eta	Phi	pT
34592	0.920943	5.45258	2.04685e-05
34592	0.494207	5.3562	3.39547e-05
34592	0.634442	5.8372	2.85504
34592	0.601219	5.3668	2.08486
34592	0.820006	5.62131	2.88084e-05
34592	0.643487	5.66591	9.97162e-05
34592	0.635709	5.71144	4.95895
34592	0.650088	5.7015	6.39517
34592	0.721457	5.6733	1.66878
34592	0.71957	5.57332	1.72662
34592	0.70211	5.61976	14.9514
34592	0.577771	5.60594	8.68607e-05
34592	0.569292	5.62126	5.55476
34592	0.561611	5.64165	7.80175
34592	0.723212	5.50983	0.926382
34592	0.715974	5.55409	0.000116552
34592	0.638789	5.61808	2.66064e-05
34592	0.591549	5.60062	0.000111964
34592	0.589903	5.60062	1.6558
34592	0.69967	5.53577	1.15589
34592	0.685512	5.54068	2.13289e-05
34592	0.666067	5.56226	2.7748e-05
34592	0.639875	5.56215	5.52112e-05
34592	0.645213	5.53809	7.80367
34592	0.606821	5.49551	6.44903e-05
34592	0.607741	5.51586	18.8996
