event	Eta	Phi	pT
8676	2.48023	5.63327	0.655085
8676	2.27127	5.5837	3.14563
8676	2.11935	5.07074	1.35665
8676	2.22163	5.35716	2.01366e-05
8676	2.53336	5.46171	8.31574
8676	2.57612	5.32321	4.85599
8676	2.376	5.30389	6.6457e-05
8676	2.50225	5.24391	1.53969
8676	2.45679	5.32922	4.36832e-05
8676	2.46184	5.31754	14.3544
8676	2.27554	5.30588	2.09122e-05
8676	2.27936	5.27857	2.88381e-05
8676	2.37058	5.1861	8.58099e-05
8676	2.41479	5.10376	20.3017
8676	2.25215	5.14725	0.859233
8676	2.29585	5.17181	6.14391e-05
8676	2.27045	5.17422	6.78768
