event	Eta	Phi	pT
84256	2.35441	1.18852	1.14402
84256	2.47962	0.757616	0.885999
84256	2.4236	0.913764	2.29039e-05
84256	2.47784	0.853022	32.4152
84256	2.28576	0.592827	2.21228e-05
84256	2.42491	0.709064	0.000218473
84256	2.11849	0.699638	2.54064
84256	2.21173	0.687603	1.64618
84256	2.22745	0.904571	0.752478
84256	2.1899	0.926722	13.5305
84256	2.17309	0.845739	1.29591
84256	2.31069	0.867213	0.000100274
84256	2.29879	0.823	6.60224
84256	2.26334	0.84258	9.14207
84256	2.24672	0.792636	2.54564
84256	2.22664	0.802274	3.4711
84256	2.22568	0.782857	9.60292
84256	2.23167	0.782143	2.75074
