event	Eta	Phi	pT
29506	-0.389394	1.67388	3.10995
29506	0.0373042	1.02895	3.51254e-05
29506	-0.447129	1.1835	2.16333
29506	-0.363822	1.10321	2.36411
29506	-0.142406	1.07128	12.1416
29506	-0.0712464	1.09125	3.94621
29506	0.0134814	1.14114	1.12761
29506	0.013377	1.71404	1.28478
29506	0.0921125	1.22906	2.74314e-05
29506	0.142897	1.52117	6.78517
29506	-0.093163	1.72031	2.3147
29506	-0.31248	1.19641	2.85599e-05
29506	-0.0583289	1.19542	2.85301e-05
29506	0.0324909	1.29658	3.08959
29506	-0.0359142	1.22521	6.08606e-05
29506	-0.0887324	1.20009	8.17715e-05
29506	-0.165312	1.63918	1.2043
29506	-0.148942	1.37976	6.91377
29506	-0.18087	1.38099	3.69169
29506	-0.199007	1.39015	0.000316136
29506	-0.181793	1.4252	46.4006
