event	Eta	Phi	pT
67314	1.75758	2.37442	0.956383
67314	2.1644	2.08127	3.49232
67314	2.04819	2.27412	1.68365
67314	1.98418	1.788	3.26531e-05
67314	1.75937	1.8094	2.16964
67314	2.04616	1.88296	4.57497e-05
67314	2.10026	2.06291	0.755827
67314	1.98443	1.88017	5.13338
67314	1.86502	1.85598	1.90561
67314	1.85756	1.88714	1.70207
67314	1.9929	2.01151	1.9717
67314	1.94322	2.0654	4.3083
67314	1.75937	2.03264	2.36638e-05
67314	1.86365	2.07756	2.67858
67314	1.80551	2.07249	3.49899
67314	1.82663	2.08666	4.13902e-05
67314	1.83409	2.1118	3.35086e-05
67314	1.79421	2.14477	5.66459
67314	1.81263	2.12963	17.5593
