event	Eta	Phi	pT
17969	-1.4094	1.57164	9.58479
17969	-1.74286	2.17501	1.16289
17969	-1.21343	1.83599	1.90697
17969	-1.58749	2.1784	5.52e-05
17969	-1.54331	1.74	3.6802
17969	-1.62583	2.08249	8.6394
17969	-1.61923	2.01151	6.83348
17969	-1.60388	1.98463	3.54197
17969	-1.4505	2.04327	1.58298
17969	-1.46899	2.08305	6.733
17969	-1.47446	2.1029	4.23943
17969	-1.33412	1.75915	3.6764
17969	-1.38482	1.94972	6.61174e-05
17969	-1.34266	1.95617	17.5428
17969	-1.4213	1.78043	2.55262e-05
17969	-1.46428	1.7722	4.7012
17969	-1.374	1.83397	8.25037e-05
17969	-1.581	1.91918	6.04138e-05
17969	-1.42906	1.86429	2.94659
17969	-1.42875	1.89923	3.08637e-05
17969	-1.44911	1.88927	5.19767
17969	-1.45196	1.91754	2.52447
17969	-1.45449	1.93494	4.74469e-05
17969	-1.50564	1.94998	9.76067e-05
17969	-1.50396	1.93236	4.3128
17969	-1.48935	1.91373	5.82052
