event	Eta	Phi	pT
80301	-0.39259	2.91843	3.49064e-05
80301	-0.14559	3.32519	8.11191
80301	-0.124014	3.35402	2.9416
80301	-0.0576953	3.30055	4.84324e-05
80301	-0.0289045	3.2063	3.65728
80301	-0.0262594	2.971	1.72655
80301	-0.0456016	3.04328	6.28987
80301	-0.107666	3.15672	7.02226
80301	-0.207079	2.93986	2.41815e-05
80301	-0.0836739	3.06782	7.25245e-05
80301	-0.17055	2.98878	4.37416e-05
80301	-0.153443	2.99538	2.18061
80301	-0.198442	3.00429	5.13991
80301	-0.138697	3.12544	2.03218e-05
80301	-0.175996	3.08591	9.208
80301	-0.149476	3.04413	2.52646
80301	-0.157854	3.04625	6.53828e-05
80301	-0.162533	3.04177	2.75859
