event	Eta	Phi	pT
72384	-1.75922	6.10276	3.98161
72384	-1.65102	6.00784	1.38644
72384	-1.69657	6.05913	0.000237142
72384	-1.68949	5.99182	0.91633
72384	-1.70803	6.00418	24.5398
72384	-1.76175	5.48924	6.31532
72384	-1.68142	5.51561	9.12126
72384	-1.79303	5.58642	3.12935e-05
72384	-1.82852	5.6116	8.32301
72384	-1.85833	5.65738	2.91065
72384	-1.83625	5.86668	2.05849e-05
72384	-1.86286	5.78331	2.17006
72384	-1.70926	5.882	1.10211
72384	-1.81594	5.82829	1.74067
72384	-1.67984	5.79695	19.2301
72384	-1.76987	5.63891	1.46717
72384	-1.79999	5.66996	2.80463e-05
72384	-1.75495	5.69858	11.5755
72384	-1.7149	5.68014	6.60697e-05
72384	-1.71903	5.74937	7.61657e-05
72384	-1.72161	5.71314	7.64351e-05
72384	-1.71948	5.7165	13.95
