event	Eta	Phi	pT
25459	1.97843	0.971707	1.11594
25459	2.10131	1.01756	2.18634e-05
25459	2.41174	0.44397	2.38188e-05
25459	2.38627	0.880324	0.73469
25459	2.3005	0.90088	5.64337
25459	2.32009	0.887998	4.48891e-05
25459	2.45336	0.700126	3.8135e-05
25459	2.31899	0.875507	6.80706e-05
25459	2.05136	0.78785	0.92261
25459	2.11316	0.832295	2.44107
25459	2.36189	0.73196	6.12989
25459	2.35351	0.647714	3.88375
25459	2.30892	0.717899	0.000109905
25459	2.31691	0.689442	5.00166e-05
25459	2.2714	0.731719	6.44455
25459	2.20696	0.76648	5.89125e-05
25459	2.16252	0.548075	8.46503
25459	2.19599	0.604	17.0907
25459	2.098	0.643677	7.88338e-05
25459	2.12655	0.667044	2.43881
25459	2.14081	0.648975	20.0549
