event	Eta	Phi	pT
53220	-1.09776	1.77842	1.22196
53220	-1.4643	1.27678	2.63148
53220	-1.30735	1.22711	2.24163
53220	-1.37198	1.29788	2.16302
53220	-1.31529	1.32083	3.8881
53220	-1.19779	1.65533	1.46978
53220	-1.15257	1.61496	0.000130764
53220	-1.30139	1.61136	7.06826
53220	-1.27029	1.60038	8.08863e-05
53220	-1.15973	1.4196	9.36784
53220	-1.17131	1.55002	4.20467
53220	-1.20272	1.50455	2.61506
53220	-1.17284	1.52744	7.2319e-05
53220	-1.17126	1.5103	14.0411
53220	-1.22096	1.41501	1.57354
53220	-1.24403	1.46207	4.55743e-05
53220	-1.27481	1.46705	0.000200149
53220	-1.28538	1.48663	21.2058
53220	-1.253	1.41883	0.915164
53220	-1.26883	1.403	7.56154
