event	Eta	Phi	pT
85066	-2.1028	2.56446	3.74027
85066	-2.33766	2.69607	1.94229
85066	-2.15248	2.66638	0.49624
85066	-1.92252	2.76096	4.1034
85066	-2.01106	2.77431	7.13756e-05
85066	-2.0041	2.70558	6.06494
85066	-1.97534	2.71415	5.53428
85066	-1.87661	2.87509	4.01097e-05
85066	-1.90642	3.04725	1.62484
85066	-1.84141	2.94699	2.65928e-05
85066	-1.9403	2.95286	9.64812
85066	-2.45492	2.88369	1.42638
85066	-2.40785	3.25304	3.06384
85066	-2.23912	3.078	2.55255
85066	-2.21082	3.09037	11.5513
85066	-2.21202	3.1159	9.84469
85066	-2.21471	3.13371	2.25128
