event	Eta	Phi	pT
9127	-1.86915	2.57737	4.32608
9127	-1.66481	2.48347	3.80931e-05
9127	-1.70207	2.48944	2.75413
9127	-1.73207	1.88871	1.19638
9127	-1.82059	1.8818	1.02132
9127	-1.6665	2.01076	2.17125
9127	-1.64164	2.12037	1.07253
9127	-1.74778	1.95855	3.24975
9127	-1.69913	2.30097	2.27937e-05
9127	-1.6864	2.3259	5.33416
9127	-1.68206	2.18685	1.27394
9127	-1.75502	2.38368	1.91976
9127	-1.75218	2.24891	2.11836
9127	-1.80893	2.05623	2.07147e-05
9127	-2.0273	1.96324	4.94818
9127	-2.19127	2.3834	1.04893
9127	-2.0803	2.35083	0.557387
9127	-1.97186	2.30429	3.64367
9127	-2.0212	2.3177	0.74472
9127	-2.08756	2.21638	7.29989
9127	-1.99006	2.15062	7.25519
9127	-2.03799	2.18243	5.9816
9127	-2.0244	2.18834	1.35841
