event	Eta	Phi	pT
261	0.540443	5.99599	7.6678e-05
261	0.464945	5.95703	14.34
261	0.463687	5.97034	4.10723
261	0.185236	5.64893	2.70357e-05
261	0.496364	5.86029	5.2591
261	0.404971	5.42065	2.94522
261	0.363304	5.66364	3.17058e-05
261	0.408194	5.52893	3.15829e-05
261	0.556498	5.57358	4.96475
261	0.498143	5.54592	8.87437
261	0.471537	5.57259	2.29303e-05
261	0.501868	5.6284	25.7612
261	0.473537	5.61475	0.000173468
261	0.427292	5.62821	11.3801
261	0.452281	5.62446	0.000217085
261	0.442058	5.63179	19.7286
261	0.443431	5.63951	13.4886
