event	Eta	Phi	pT
96672	0.762556	3.63066	6.45578
96672	1.25919	3.61099	11.9181
96672	1.0871	3.56137	2.67156e-05
96672	1.01184	4.017	2.21924
96672	1.1203	3.98794	3.75447
96672	1.1206	3.90038	25.8557
96672	1.08287	3.70988	10.5057
96672	1.09309	3.83578	7.62198e-05
96672	1.0326	3.84186	11.7792
96672	1.01805	3.8355	10.7923
96672	1.09194	3.79565	0.000224637
96672	1.05526	3.8226	0.000208941
96672	1.05762	3.81448	7.98139e-05
96672	1.02993	3.80215	2.93753
96672	1.03791	3.79652	45.957
96672	1.07014	3.75367	2.37334e-05
96672	1.05615	3.763	22.2259
