event	Eta	Phi	pT
27691	-0.720183	0.0803619	2.20066e-05
27691	-0.767455	6.26044	0.000124835
27691	-0.702016	6.2708	6.65369
27691	-0.425754	0.0979225	3.00019
27691	-0.648246	0.0018244	2.86017
27691	-0.652732	6.22723	1.3353
27691	-0.558958	0.0364537	3.72326
27691	-0.51671	0.0312817	11.6398
27691	-0.619601	6.21858	1.90791
27691	-0.600002	6.21662	4.8064e-05
27691	-0.504183	5.95369	15.0209
27691	-0.610809	6.17174	3.43434
27691	-0.396711	6.26909	6.37155e-05
27691	-0.393209	5.93885	0.872084
27691	-0.35467	5.96947	3.39619
27691	-0.517508	6.13813	5.14854e-05
27691	-0.525147	6.09263	3.1384
27691	-0.412079	5.99172	6.49195
27691	-0.402064	6.18374	0.000101216
27691	-0.407152	6.17969	3.53078e-05
27691	-0.439364	6.00879	3.42349
27691	-0.439403	6.17113	0.000123314
27691	-0.432515	6.16096	0.00023466
27691	-0.462028	6.05872	19.4549
27691	-0.445196	6.11991	41.3137
27691	-0.451776	6.09033	0.0001294
27691	-0.384959	6.12787	32.8579
27691	-0.355195	6.0869	2.62737
27691	-0.363024	6.05748	0.000210801
27691	-0.397009	6.10166	0.000227166
27691	-0.381055	6.06482	5.47684
27691	-0.398294	6.06984	73.5843
27691	-0.470732	6.28105	0.00010969
27691	-0.537464	6.18327	5.56465e-05
27691	-0.43618	6.21018	0.000160596
27691	-0.464815	6.17641	2.27993
27691	-0.519144	6.20084	6.19825
27691	-0.520049	6.21695	15.4312
27691	-0.468148	6.19949	6.45978
27691	-0.473756	6.25448	1.02769
27691	-0.473728	6.20376	0.000147734
27691	-0.468886	6.22938	9.79057
27691	-0.504457	6.2185	9.79069e-05
27691	-0.488269	6.22903	40.8729
