event	Eta	Phi	pT
13669	-2.09972	1.88891	1.48978
13669	-2.02531	1.48934	2.65395e-05
13669	-2.10289	1.68376	1.58045
13669	-2.0608	1.90131	2.00619e-05
13669	-2.07775	1.65517	3.34765e-05
13669	-1.99052	1.92367	2.56116
13669	-1.56464	1.47705	2.08078
13669	-1.86285	1.95377	5.12349e-05
13669	-1.85627	1.73895	1.72925
13669	-1.85731	1.68653	3.82872
13669	-1.90001	1.62714	0.000101582
13669	-1.90652	1.63173	13.8688
13669	-1.62306	1.70124	8.53189e-05
13669	-1.61374	1.66558	8.52009e-05
13669	-1.62438	1.63855	13.106
13669	-1.69815	1.77117	3.21649
13669	-1.62782	1.91336	6.14767
13669	-1.59751	1.77693	6.75746e-05
13669	-1.62013	1.82741	13.6494
