event	Eta	Phi	pT
41547	-1.23525	3.64529	1.40651
41547	-1.26783	3.7306	2.64994
41547	-1.27035	3.60572	1.4371
41547	-1.72057	3.79691	1.48593
41547	-1.7178	3.70001	4.2102e-05
41547	-1.73655	3.54904	2.8781
41547	-1.542	3.49764	3.89932
41547	-1.63732	3.48122	3.31059e-05
41547	-1.55896	3.6269	0.000117333
41547	-1.61413	3.58412	18.0569
41547	-1.42934	3.63304	1.21976
41547	-1.55021	3.66357	4.28455e-05
41547	-1.56813	3.78161	1.61035
41547	-1.56161	3.69526	2.26193e-05
41547	-1.46599	3.71313	1.90274
41547	-1.48289	3.74792	15.2198
