event	Eta	Phi	pT
54200	1.17915	4.34032	0.000251818
54200	1.1341	4.31746	17.6417
54200	0.99939	4.24788	2.88703
54200	1.44255	4.03711	5.79275e-05
54200	1.40512	3.9054	3.03374
54200	1.27982	4.25065	3.14647
54200	1.12323	4.22102	7.54838
54200	1.15246	4.22794	2.7653
54200	1.05519	4.18712	3.21681e-05
54200	1.37904	3.95537	4.37586
54200	1.34844	3.88724	1.04379
54200	1.36571	3.99531	2.26038
54200	1.35617	4.03234	1.41111
54200	1.32292	3.93353	2.82687
54200	1.31907	4.01381	2.26375
54200	1.25547	4.12904	5.28902e-05
54200	1.04923	4.05135	1.58518
54200	1.07627	4.09994	5.19272e-05
54200	1.06652	4.09227	3.66694e-05
54200	1.06125	4.0814	15.3376
54200	1.17104	4.11815	5.20583e-05
54200	1.2372	4.00436	1.77891
54200	1.26097	4.02957	9.89698
54200	1.1504	4.06682	5.76688e-05
54200	1.03609	4.00099	1.49455
54200	1.03403	3.98159	3.63236e-05
54200	1.10783	4.03305	3.51914
54200	1.12527	3.85821	2.54073
54200	1.10951	3.88574	4.7775
54200	1.11095	3.99678	1.93592
54200	1.19339	3.9897	4.05218
54200	1.18082	3.91858	3.44413
54200	1.13723	3.91881	2.67093
54200	1.14302	3.97499	2.0068
54200	1.14977	3.95111	9.00571
