event	Eta	Phi	pT
54804	1.79314	2.87051	2.30476e-05
54804	1.93655	3.11883	1.00184
54804	1.76536	3.14743	1.27038
54804	1.75521	3.14389	3.77816e-05
54804	1.75324	3.12034	1.55563
54804	1.74438	3.11876	7.21203e-05
54804	1.72527	3.15384	5.09914e-05
54804	1.67611	3.07223	1.11349
54804	1.67703	3.09848	4.77015e-05
54804	1.65689	3.1125	24.0192
54804	1.99279	3.32715	0.511913
54804	1.73799	3.53037	2.97117e-05
54804	1.78074	3.50285	3.45913
54804	1.80005	3.48351	6.57871
54804	1.89509	3.14405	1.15294
54804	1.7351	3.46372	3.34725e-05
54804	1.9258	3.24904	1.15239
54804	1.73984	3.22373	4.58072
54804	1.73628	3.32032	2.47134
54804	1.78821	3.33487	6.30745e-05
54804	1.78044	3.30574	23.4051
