event	Eta	Phi	pT
86076	-2.08625	4.28412	2.00642
86076	-2.10345	4.3671	4.04592e-05
86076	-1.56725	4.63342	2.15156e-05
86076	-1.55034	4.46695	1.32665
86076	-1.65533	4.51258	6.89059
86076	-1.6541	4.55781	5.07482
86076	-1.67376	4.54926	0.000108924
86076	-1.66894	4.54844	2.74146
86076	-1.63444	4.44023	2.06792
86076	-1.86249	4.39197	0.593374
86076	-1.77349	4.32035	16.6561
86076	-1.69657	4.52115	5.89693e-05
86076	-1.6699	4.45965	1.48003
86076	-1.7787	4.39611	9.30179e-05
86076	-1.76594	4.44541	6.04123
86076	-1.74921	4.41848	12.906
