event	Eta	Phi	pT
42045	-1.44557	4.44086	7.93709
42045	-1.59157	4.43532	2.9227
42045	-1.51122	3.96411	1.09934
42045	-1.4663	4.25372	4.02635e-05
42045	-1.44388	4.16515	3.68347e-05
42045	-1.64998	4.06849	9.06682
42045	-1.57354	4.2816	5.65444e-05
42045	-1.52644	4.1939	2.59284e-05
42045	-1.58234	4.16886	6.51177e-05
42045	-1.59057	4.14598	13.8029
42045	-1.59717	4.19647	4.0888
42045	-1.61355	4.1877	7.2456e-05
42045	-1.613	4.21931	4.35079e-05
42045	-1.63346	4.20446	10.1178
42045	-1.37524	4.29706	3.02345
42045	-1.42867	4.27581	2.65939
42045	-1.4204	4.30293	5.33941
