event	Eta	Phi	pT
29033	-1.52551	1.54411	4.06847
29033	-1.53705	1.61245	2.22673
29033	-1.69648	1.52702	2.83674
29033	-1.68987	1.53739	11.9048
29033	-1.63509	1.60436	7.41081e-05
29033	-1.86643	1.6302	2.90335
29033	-1.86575	1.72755	1.39546
29033	-1.74018	1.86349	1.45552
29033	-1.82877	1.81327	1.40951
29033	-1.79629	1.70269	16.4997
29033	-1.74181	1.66595	0.000144221
29033	-1.70115	1.66676	0.000338429
29033	-1.64982	1.74162	4.63812
29033	-1.68279	1.77937	5.38711
29033	-1.71525	1.72427	9.50451e-05
29033	-1.7287	1.73804	0.912964
29033	-1.7235	1.7429	31.1517
