event	Eta	Phi	pT
94164	0.382014	4.79661	1.15059
94164	0.215702	4.86553	1.38136
94164	-0.0584477	4.33456	2.35272
94164	0.327398	4.55438	3.34064e-05
94164	0.109281	4.39473	3.72456
94164	0.148648	4.52398	5.19276e-05
94164	0.141519	4.51894	11.3577
94164	0.00173083	4.50448	8.9433e-05
94164	-0.0558575	4.70788	2.86883e-05
94164	0.024111	4.5674	5.43632
94164	0.0911255	4.58282	6.23479e-05
94164	0.0551871	4.60609	1.90888
94164	0.0532387	4.61715	13.5052
94164	0.0550786	4.6883	5.65743
94164	0.0539435	4.65941	12.4971
94164	0.0600521	4.66737	2.72146
