event	Eta	Phi	pT
95873	-2.12444	0.738882	1.5397
95873	-2.16053	0.712964	0.899929
95873	-2.05987	0.50025	3.31597
95873	-2.10146	0.312171	0.58142
95873	-2.0885	0.34211	7.6101
95873	-2.41949	0.711331	0.872717
95873	-2.0773	0.519329	0.638687
95873	-2.14151	0.369596	8.34333e-05
95873	-2.28588	0.654685	0.61759
95873	-2.29636	0.63963	0.957127
95873	-2.18325	0.466855	1.03512
95873	-2.19077	0.400775	0.481897
95873	-2.32591	0.589082	4.35155
95873	-2.21873	0.493311	2.04626
95873	-2.33317	0.523865	6.44816
95873	-2.43352	0.490187	0.839077
95873	-2.29564	0.32212	1.67337
95873	-2.33915	0.386737	14.4198
95873	-2.27794	0.426158	1.83079
95873	-2.41215	0.479123	3.61503e-05
95873	-2.42896	0.440552	7.49145
