event	Eta	Phi	pT
7167	-1.38445	2.07261	1.87389
7167	-1.17401	2.14642	4.6184e-05
7167	-1.31095	2.11933	2.23259
7167	-1.29723	2.13879	2.40654e-05
7167	-1.38305	2.15101	3.45551
7167	-1.55742	2.25986	2.94708
7167	-1.37977	2.18247	5.84982e-05
7167	-1.30193	2.2154	3.30202e-05
7167	-1.24833	2.2381	5.70151e-05
7167	-1.19674	2.34046	2.69074
7167	-1.36015	2.3274	3.52725
7167	-1.38681	2.35941	2.97577
7167	-1.32724	2.64075	2.97173
7167	-1.26315	2.4001	2.31905
7167	-1.32801	2.43937	3.45151
7167	-1.37352	2.45117	2.10733
7167	-1.34306	2.52217	47.8223
7167	-1.33589	2.48392	0.000584912
7167	-1.34421	2.48517	24.9054
