event	Eta	Phi	pT
9622	1.23594	3.64112	4.55296
9622	1.10765	3.56635	3.45118
9622	1.46805	3.53893	1.98042
9622	1.01853	3.02337	1.76266
9622	1.05564	3.46316	1.56475
9622	1.14943	2.94034	1.42227
9622	1.06121	3.42419	4.25107e-05
9622	1.28392	3.4872	0.91946
9622	1.31426	3.42291	3.88306e-05
9622	1.25729	3.0715	2.65068
9622	1.24574	3.1568	12.2991
9622	1.19443	3.25253	2.28429e-05
9622	1.24528	3.35375	2.44851e-05
9622	1.24478	3.3497	3.82305e-05
9622	1.33395	3.35701	6.89041
9622	1.26787	3.332	9.44333e-05
9622	1.32377	3.18599	6.24434e-05
9622	1.31337	3.31497	9.36678e-05
9622	1.26192	3.28788	0.000114442
9622	1.30001	3.25718	13.2824
9622	1.33256	3.2438	7.86456
