event	Eta	Phi	pT
93939	-1.94109	0.801378	2.81643
93939	-1.93165	0.923507	2.58476e-05
93939	-1.97851	0.884466	1.03049
93939	-2.23468	0.813467	3.84873e-05
93939	-2.16392	0.894696	1.83218
93939	-2.39709	0.934924	1.22617
93939	-2.27807	1.08996	4.3358e-05
93939	-2.35597	1.04128	2.44978e-05
93939	-2.36651	1.01186	1.83218
93939	-2.32213	1.0244	4.88668
93939	-2.24664	0.89957	4.04182e-05
93939	-2.24566	0.958374	17.4325
93939	-2.36964	1.37071	1.11881
93939	-2.30745	1.18127	0.763495
93939	-2.02466	1.13766	2.0357
93939	-2.09963	1.26644	2.11035e-05
93939	-2.11662	1.23776	25.5751
