event	Eta	Phi	pT
82074	-1.07957	2.94617	3.24337
82074	-1.61085	3.28654	3.5108e-05
82074	-1.21636	3.55731	1.51254
82074	-1.32478	2.94817	3.10691
82074	-1.11444	3.04572	3.3217e-05
82074	-1.08545	3.28913	1.92789
82074	-1.08994	3.20732	2.45787e-05
82074	-1.1106	3.15683	3.07219e-05
82074	-1.26446	3.41164	3.44292e-05
82074	-1.26797	3.32594	2.23604
82074	-1.23755	3.33883	14.7463
82074	-1.34966	3.31927	3.71883e-05
82074	-1.17891	3.23647	0.997441
82074	-1.36533	3.27419	2.00528e-05
82074	-1.34147	3.12841	1.58102
82074	-1.30234	3.19839	22.8299
82074	-1.30246	3.18668	2.47311
