event	Eta	Phi	pT
3358	-1.47845	2.03072	2.39124
3358	-1.25683	1.61234	0.000234403
3358	-1.234	1.60492	20.3662
3358	-1.42809	1.45703	4.39257
3358	-1.46774	1.46224	1.75769
3358	-1.65686	1.52211	3.44498e-05
3358	-1.50669	1.4861	2.46889
3358	-1.46747	1.57262	2.95613
3358	-1.40531	1.66548	9.19465e-05
3358	-1.41971	1.62038	8.05794
3358	-1.51918	1.60762	3.63023
3358	-1.64028	1.69365	2.3246e-05
3358	-1.66456	1.72157	6.44931
3358	-1.44174	1.66744	4.34206e-05
3358	-1.46092	1.67291	3.07132e-05
3358	-1.47777	1.67965	6.14563
3358	-1.55348	1.68827	3.54551
3358	-1.6541	1.77005	5.94757e-05
3358	-1.65261	1.91599	3.4901
3358	-1.44178	1.90932	4.64251
3358	-1.4583	1.74798	2.74325e-05
3358	-1.45876	1.74845	2.63217e-05
3358	-1.50363	1.7341	5.75102e-05
3358	-1.50903	1.73846	1.37443
3358	-1.46229	1.80688	1.44041
3358	-1.53506	1.77471	4.22256e-05
3358	-1.54711	1.85602	3.94312
3358	-1.53075	1.81647	3.03287
3358	-1.54222	1.8293	7.64491
