event	Eta	Phi	pT
30699	0.780181	0.841715	3.29422
30699	0.578472	1.48483	0.000176253
30699	0.606704	1.4271	12.4967
30699	0.690482	1.38349	5.483
30699	0.616548	1.00978	1.06911
30699	0.624798	1.02237	6.23809
30699	0.70891	1.03989	3.79739e-05
30699	0.657129	1.22868	7.51954
30699	0.631773	1.05666	2.02398e-05
30699	0.72388	1.15173	1.64227
30699	0.606238	1.19399	4.61072
30699	0.663374	1.19335	1.27852
30699	0.683864	1.17164	3.79882e-05
30699	0.666872	1.17385	9.55008e-05
30699	0.679777	1.15212	1.56967
30699	0.64785	1.1372	5.95213
30699	0.643062	1.15343	2.12194
30699	0.630464	1.14625	10.4946
30699	0.628269	1.15489	16.123
30699	0.638066	1.11036	0.00012039
30699	0.657831	1.11672	22.3151
