event	Eta	Phi	pT
6047	2.33537	6.22191	2.53651e-05
6047	2.15379	5.96351	30.0908
6047	2.1632	5.95433	6.62419
6047	2.43653	5.47345	0.547479
6047	2.46914	6.01279	4.86719
6047	2.45629	5.98533	2.58686
6047	2.32958	5.90659	5.01037e-05
6047	2.35665	5.60377	0.855532
6047	2.41337	5.90982	0.935554
6047	2.42343	5.89364	0.000115037
6047	2.44958	5.64803	1.54403
6047	2.42427	5.86054	0.000328679
6047	2.48693	5.68543	0.530461
6047	2.38219	5.79992	2.32865e-05
6047	2.41812	5.81438	7.49599e-05
6047	2.45205	5.76574	48.6663
