event	Eta	Phi	pT
65138	0.324312	2.11858	2.96295
65138	0.122545	1.78703	1.7762
65138	0.14608	1.67552	0.889346
65138	0.194966	1.65539	8.6911
65138	0.180269	1.8268	4.2931e-05
65138	0.401683	1.54146	4.26227
65138	0.524493	1.52849	1.0541
65138	0.612596	1.58263	3.70159e-05
65138	0.471038	1.58478	3.48668
65138	0.360896	1.66424	3.40469
65138	0.659364	1.89614	6.10222e-05
65138	0.619936	1.70531	4.56755
65138	0.644965	1.78862	14.3957
65138	0.68286	1.90913	3.70841e-05
65138	0.429638	1.73598	4.59641e-05
65138	0.344922	1.94297	2.76238e-05
65138	0.458651	2.012	5.7924
65138	0.588272	1.84815	3.33369e-05
65138	0.478285	1.79685	8.44578e-05
65138	0.563052	1.82575	1.63085
65138	0.580544	1.88234	2.29741e-05
65138	0.483658	1.91027	3.56425
65138	0.49588	1.84239	4.9112e-05
65138	0.506332	1.87524	13.2453
