event	Eta	Phi	pT
94836	-1.68569	5.5133	11.0022
94836	-1.88413	5.58717	8.06922e-05
94836	-1.97895	5.98669	1.15613
94836	-1.84377	5.71988	3.72662e-05
94836	-1.68665	5.63379	5.41801e-05
94836	-1.71672	5.6342	3.47889e-05
94836	-1.71363	5.64831	23.2923
94836	-1.68782	5.70827	7.69544
94836	-1.67944	5.71924	8.55135
94836	-1.92277	6.08536	1.72336
94836	-1.6787	5.81224	1.15101
94836	-1.76476	5.81116	6.73143
94836	-1.72547	5.80682	17.4134
94836	-1.4861	5.86815	0.914366
94836	-1.59383	5.80594	1.94794
94836	-1.79297	6.03395	3.60511e-05
94836	-1.63787	5.87664	0.000127718
94836	-1.64959	5.88194	4.28884e-05
94836	-1.73703	5.94366	8.17326e-05
94836	-1.74665	5.96885	2.38215
94836	-1.70064	5.94191	0.000291742
94836	-1.69794	5.94257	9.62585e-05
94836	-1.64784	6.11675	0.875504
94836	-1.66615	6.11305	2.80276
94836	-1.68365	6.05574	2.43385e-05
94836	-1.65709	6.04415	38.8201
94836	-1.58604	5.94366	0.000111406
94836	-1.59249	5.95653	4.82235e-05
94836	-1.61925	5.96851	22.8089
