event	Eta	Phi	pT
20225	0.73571	1.52808	7.20986
20225	1.18992	1.85434	7.18318
20225	1.10428	1.67616	1.87674
20225	1.11494	1.68916	2.17337
20225	1.1695	1.82412	1.20124
20225	1.07973	1.90838	3.61929e-05
20225	1.00845	1.75747	3.99312
20225	0.952515	1.72136	2.62857
20225	0.706366	1.83213	2.77129e-05
20225	0.900712	1.75302	3.19053
20225	0.923256	1.77085	3.81198e-05
20225	0.835805	1.76649	8.17408e-05
20225	0.908738	1.98039	12.2784
20225	0.937327	1.88575	1.22845
20225	0.849531	1.95937	8.32012
20225	0.809668	1.84023	11.3853
20225	0.823232	1.91628	8.61041e-05
20225	0.844272	1.87663	10.3418
20225	0.837864	1.89633	18.9765
