event	Eta	Phi	pT
44247	-1.73798	2.29003	0.88419
44247	-1.82081	2.32457	1.33546
44247	-1.88369	2.35328	2.38284
44247	-1.94966	2.44032	0.753936
44247	-1.87303	2.40005	1.88675
44247	-1.90165	2.4327	0.000310779
44247	-1.89668	2.43565	23.1347
44247	-1.98791	2.53262	1.51962
44247	-1.81391	2.50519	0.941501
44247	-1.96375	2.54802	1.24067
44247	-1.94425	2.53442	3.47004
44247	-1.85491	2.66276	0.888626
44247	-1.89163	2.66611	4.82416e-05
44247	-1.92449	2.60185	21.307
44247	-1.90219	2.63181	1.37901
44247	-1.85255	2.60994	2.15165
44247	-1.8558	2.62489	15.1037
44247	-1.84649	2.53419	6.54429e-05
44247	-1.83909	2.54577	1.51959
44247	-1.87014	2.56606	25.3843
