event	Eta	Phi	pT
69814	1.30548	2.6694	1.41746
69814	1.18323	2.99198	1.46151
69814	1.33266	3.24046	4.24853
69814	1.43829	3.26366	3.20976e-05
69814	1.46675	3.22328	4.17181
69814	1.35268	3.14616	6.4819e-05
69814	1.28737	2.99665	2.05131
69814	1.75999	2.78669	1.64896
69814	1.39387	3.01104	1.23393
69814	1.43484	3.06298	8.60819e-05
69814	1.44345	3.0276	9.01762
69814	1.56152	2.83739	5.86037
69814	1.54236	3.02634	5.16707e-05
69814	1.52256	2.99492	6.58825e-05
69814	1.52484	2.94111	8.0036
69814	1.61813	2.93174	0.000199585
69814	1.59175	2.91815	2.30165
69814	1.59746	2.94468	23.6418
69814	1.58164	2.93342	22.1071
