event	Eta	Phi	pT
76945	0.326287	3.3131	2.5638
76945	0.284386	3.03425	3.12133e-05
76945	0.768013	3.26397	3.4641
76945	0.751679	3.25857	4.01225e-05
76945	0.643986	3.09929	5.92999e-05
76945	0.727198	3.0634	5.09978
76945	0.727629	3.01086	2.95156
76945	0.668236	3.04721	2.30885
76945	0.652618	3.0184	16.1153
76945	0.695073	3.1461	1.08879
76945	0.550209	3.07931	19.3543
76945	0.485788	3.12627	3.45108e-05
76945	0.576023	3.15002	0.000162306
76945	0.512138	3.12298	0.000147376
76945	0.521945	3.17277	23.9546
