event	Eta	Phi	pT
44984	-0.870073	2.49112	1.92161
44984	-0.925838	2.29445	3.02698e-05
44984	-0.931756	2.35827	17.925
44984	-0.908487	2.35629	9.60761
44984	-1.00329	2.78726	0.961851
44984	-0.975063	2.76829	3.85945
44984	-0.564566	2.83205	2.97286e-05
44984	-0.820319	2.75784	13.0442
44984	-0.676282	2.8122	3.86145e-05
44984	-0.575086	2.74737	1.38268
44984	-0.642188	2.40963	1.53384
44984	-0.54368	2.56868	6.15133
44984	-0.699328	2.67681	2.83006
44984	-0.705779	2.64334	5.3309
44984	-0.695076	2.53544	21.5487
