event	Eta	Phi	pT
85945	-1.60697	5.41351	1.51431
85945	-1.46978	5.89644	2.27731e-05
85945	-1.4379	5.88081	3.89579e-05
85945	-1.50426	5.84466	9.94562
85945	-1.35437	5.46154	4.16115
85945	-1.32399	5.79186	3.54514
85945	-1.34462	5.79318	5.09233e-05
85945	-1.38888	5.73485	7.08468
85945	-1.33873	5.56254	3.5245e-05
85945	-1.33351	5.57714	17.9183
85945	-1.31029	5.59212	5.31174
85945	-1.32255	5.60017	5.97943e-05
85945	-1.33913	5.61445	0.000206388
85945	-1.34286	5.61608	0.000383755
85945	-1.34248	5.61973	4.38343e-05
85945	-1.34892	5.63715	39.6396
