event	Eta	Phi	pT
90094	-1.96114	0.0541823	0.64653
90094	-1.72022	6.01193	1.03814
90094	-1.84847	6.22202	2.91288
90094	-2.34031	6.04227	1.76201
90094	-2.05996	6.20618	4.23265e-05
90094	-2.08348	6.23306	10.462
90094	-2.07232	6.10066	3.18437e-05
90094	-1.88504	6.05804	2.27104
90094	-1.95243	6.06494	14.0982
90094	-2.0677	6.0904	1.98325
90094	-1.85037	5.87926	1.31613
90094	-2.22249	5.84027	2.42519
90094	-2.15945	5.75334	1.16962
90094	-2.0854	5.99929	2.82701e-05
90094	-2.13944	5.80834	0.000354795
90094	-2.02558	5.94193	6.99895e-05
90094	-2.06911	5.86462	31.1249
90094	-2.03363	5.84962	9.30991
