event	Eta	Phi	pT
20966	1.81288	4.47733	2.34043e-05
20966	1.98711	4.3643	1.43043
20966	1.88929	4.41043	3.4684e-05
20966	1.75567	4.43411	1.55402
20966	2.02902	4.05547	4.7807
20966	1.95075	4.00969	0.814954
20966	1.917	4.01786	8.06887
20966	1.87873	4.07928	1.9584
20966	1.85148	4.25547	3.64261e-05
20966	1.91167	4.20507	3.91199e-05
20966	1.88244	4.19155	14.8617
20966	1.65724	3.76653	1.0202
20966	1.72602	4.27877	1.06967
20966	1.69084	4.04895	2.72199e-05
20966	1.63969	4.07676	0.000212562
20966	1.59159	4.04423	2.57998
20966	1.57138	4.04482	34.1154
