event	Eta	Phi	pT
18670	1.96911	3.27283	0.753072
18670	2.03172	3.28312	0.705108
18670	2.26956	3.76762	0.863071
18670	2.29812	3.49641	0.532727
18670	2.01116	3.33229	3.09925e-05
18670	2.05411	3.36777	3.2166
18670	1.95441	3.42573	7.43325e-05
18670	2.00962	3.40953	3.25849e-05
18670	1.99037	3.42596	10.7781
18670	2.10742	3.46232	4.90697
18670	2.1722	3.50626	2.05268e-05
18670	2.05253	3.48084	3.83339e-05
18670	2.02466	3.52609	2.81361
18670	2.0995	3.59771	1.03592
18670	2.12082	3.73237	2.37137
18670	2.0908	3.79148	0.569914
18670	1.97943	3.65293	0.671816
18670	2.02206	3.73445	3.01534
18670	1.97157	3.69309	0.000213561
18670	1.98442	3.71232	24.6797
