event	Eta	Phi	pT
79505	-1.93431	2.41397	2.56127
79505	-1.77832	1.88619	9.48711
79505	-1.75089	1.89474	1.26857
79505	-1.88316	2.33826	0.958044
79505	-2.07743	2.26758	15.3158
79505	-1.87315	1.89869	0.000103041
79505	-1.8785	2.1768	5.39119e-05
79505	-1.83809	2.10052	0.780978
79505	-1.88362	2.07837	16.8931
79505	-2.17087	2.13979	6.51505e-05
79505	-2.0823	1.92803	10.5196
79505	-2.0216	2.20643	2.20905e-05
79505	-2.15947	2.04814	0.000100385
79505	-2.14546	2.10447	2.28541e-05
79505	-1.92624	2.11616	2.83176e-05
79505	-2.03012	1.98713	7.89813e-05
79505	-2.02842	2.1228	3.77736
79505	-2.07532	2.06659	0.872846
79505	-1.99843	2.04127	0.000331406
79505	-2.03143	2.05893	33.987
