event	Eta	Phi	pT
38052	1.18563	3.39857	2.35468
38052	1.46335	3.28884	3.49364
38052	1.27171	3.30064	4.05474
38052	1.41446	3.04595	4.039e-05
38052	1.42967	2.9873	31.1628
38052	1.16381	2.92802	4.2933
38052	1.16133	3.2146	3.9595e-05
38052	1.12791	3.14924	1.36544
38052	1.26719	3.13773	5.09474
38052	1.23144	3.1307	3.41876
38052	1.24294	3.10416	2.60606
38052	1.18673	3.08665	9.17471e-05
38052	1.22439	3.08089	2.99743
38052	1.20779	3.06841	4.04821e-05
38052	1.18149	3.02907	2.4547
38052	1.2013	3.01703	7.35849
