event	Eta	Phi	pT
29377	1.42162	1.86873	1.86746
29377	1.73315	1.31743	2.00041
29377	1.42836	1.55586	2.75513e-05
29377	1.762	1.37143	0.851243
29377	1.64959	1.47137	3.43062
29377	1.75447	1.49817	8.84986
29377	1.57471	1.67453	3.18972e-05
29377	1.74239	1.56571	6.39394e-05
29377	1.73515	1.64171	1.18908
29377	1.6402	1.665	2.38411
29377	1.65757	1.65771	2.88405
29377	1.64317	1.60943	2.98103
29377	1.68665	1.60583	10.9162
29377	1.68198	1.62442	11.5107
29377	1.99336	1.90995	7.781
29377	1.70235	1.86319	1.99384
29377	1.96955	1.81701	0.000116422
29377	1.90583	1.81221	0.000145233
29377	1.79745	1.83956	2.64541
29377	1.91492	1.85234	8.3338e-05
29377	1.85763	1.85563	21.2885
