event	Eta	Phi	pT
86049	2.50927	0.804413	2.53985
86049	1.94285	0.778031	2.00256e-05
86049	2.31907	0.719561	0.000211467
86049	2.23397	0.737168	7.42772
86049	2.20492	0.782894	1.59778
86049	2.18088	0.745123	24.7329
86049	2.402	0.921522	1.7762
86049	1.987	1.17359	0.703737
86049	2.11232	1.2149	7.40839
86049	2.21358	0.833014	0.975678
86049	2.31944	1.12364	3.82859
86049	2.19872	0.902877	1.02672
86049	2.23938	1.13234	0.643505
86049	2.26475	0.951808	1.15531
86049	2.26753	0.962164	2.08276
86049	2.19994	0.931195	4.19953
86049	2.27272	0.980728	0.460858
86049	2.24077	0.948494	0.000151508
86049	2.21639	0.96039	3.22293
86049	2.12741	1.06188	3.8888
86049	2.12826	1.01626	2.56659
86049	2.14296	1.04466	16.9587
86049	2.24125	1.05085	4.48457e-05
86049	2.17122	1.0352	4.74176e-05
86049	2.20253	1.03758	46.9736
