event	Eta	Phi	pT
33122	-1.84373	2.31621	4.3709e-05
33122	-1.82675	2.30007	2.58535e-05
33122	-1.7618	2.1809	2.87063e-05
33122	-1.80738	2.19117	8.33055
33122	-1.6655	2.06543	2.93413e-05
33122	-1.70995	2.08813	5.89014e-05
33122	-1.6799	2.09974	3.33669
33122	-1.68601	2.14745	4.45395
33122	-1.69928	2.1985	2.1935e-05
33122	-1.67718	2.186	5.75135
33122	-1.54337	1.71753	2.60328
33122	-2.13497	1.86453	3.45082e-05
33122	-1.90622	1.58081	0.672971
33122	-1.8735	1.6124	1.91738
33122	-1.90044	1.65172	4.85911
33122	-1.82149	1.69804	0.00013394
33122	-1.79127	1.69295	6.94858e-05
33122	-1.77471	1.70814	11.1351
33122	-2.04814	1.90223	3.62957
33122	-2.00421	1.87299	0.652402
33122	-1.95497	1.93129	3.50666
33122	-1.97935	1.93853	3.75575
33122	-1.85406	1.804	2.23481
33122	-1.72499	1.90115	1.98089
33122	-1.81917	1.91946	8.43693
33122	-1.8704	2.00675	0.594071
33122	-1.80106	2.07509	6.4704e-05
33122	-1.78389	2.00815	10.5468
