event	Eta	Phi	pT
41555	0.415497	4.44793	1.65716
41555	0.3104	4.43042	1.90159
41555	0.379697	4.41707	4.54727e-05
41555	0.420546	4.40047	1.84148
41555	0.3697	4.40004	2.07817e-05
41555	0.397971	4.35871	2.47268
41555	0.274404	4.30434	1.41911
41555	0.441148	4.23124	2.56921
41555	0.326406	4.18448	1.07443
41555	0.344308	4.09404	2.1455
41555	0.232764	3.96366	3.33966
41555	0.278056	4.02426	1.74855
41555	0.297967	3.97223	0.000351497
41555	0.297992	3.97689	7.72737
41555	0.303836	4.01904	0.934183
41555	0.33392	3.99378	31.1647
