event	Eta	Phi	pT
52915	-0.229566	5.7251	6.58915
52915	0.145884	0.0431189	2.13649
52915	0.217274	6.19732	4.84649
52915	0.00216928	6.2537	6.78842
52915	0.231214	6.04842	1.37354
52915	0.181991	5.85843	9.5089
52915	0.188167	5.8773	7.55406
52915	-0.183123	5.97434	3.16562e-05
52915	0.150395	5.90274	7.29149e-05
52915	-0.0671733	5.8685	3.92145
52915	-0.0152503	5.98964	0.000349527
52915	-0.0518629	5.93826	42.8574
52915	0.187561	5.98841	3.13076e-05
52915	0.0887385	5.91769	3.06004
52915	0.123427	5.95368	8.36903
52915	-0.0240636	6.04517	0.000112695
52915	-0.0226083	6.0614	3.86811e-05
52915	0.0277879	6.04644	3.3729
52915	0.0415366	6.0559	3.73522e-05
52915	0.0674929	6.06903	45.0064
52915	0.0179552	6.01843	0.000349047
52915	0.0270838	6.02847	12.2101
