event	Eta	Phi	pT
66020	-2.72633	1.29593	2.95259
66020	-2.33484	1.68587	1.13383
66020	-2.14594	1.56381	2.59919e-05
66020	-2.15977	1.5756	1.50607
66020	-2.48987	1.59102	6.56402
66020	-2.58983	1.47935	2.4388
66020	-2.13461	1.49444	2.10894e-05
66020	-2.3233	1.60889	2.32786e-05
66020	-2.41734	1.53346	2.03805e-05
66020	-2.3737	1.54128	8.6659
66020	-2.30253	0.987679	0.557891
66020	-2.54997	1.14818	1.9184
66020	-2.45068	1.37626	5.15557
66020	-2.44219	1.32197	5.27487
66020	-2.38425	1.36697	3.63112e-05
66020	-2.36306	1.35313	1.33998
66020	-2.23185	1.28876	2.93437e-05
66020	-2.24465	1.3634	2.90581e-05
66020	-2.21117	1.35453	9.27839
66020	-2.15544	1.26414	4.01826
66020	-2.35412	1.31416	4.78842e-05
66020	-2.35664	1.30121	2.61258
66020	-2.37411	1.25624	0.652803
66020	-2.36	1.09189	2.83866
66020	-2.3103	1.20955	4.71535
66020	-2.24522	1.09647	6.7955e-05
66020	-2.27044	1.14516	7.66702
