event	Eta	Phi	pT
37130	-0.389089	2.73434	3.47291
37130	-0.420918	2.60196	4.84769e-05
37130	-0.354872	2.55197	3.47974
37130	-0.354164	2.49214	1.47942
37130	-0.405921	2.47607	5.19801
37130	-0.403488	2.49913	5.70284
37130	-0.390273	2.51558	12.487
37130	-0.418487	2.22604	3.31123
37130	-0.591928	2.48897	5.72218e-05
37130	-0.537595	2.22259	4.18901
37130	-0.493559	2.34277	1.65337
37130	-0.596559	2.43157	4.20819
37130	-0.608186	2.34895	0.887253
37130	-0.591059	2.31008	8.03866e-05
37130	-0.613278	2.29103	0.000138769
37130	-0.646922	2.31499	0.000239682
37130	-0.626658	2.31037	32.2156
