event	Eta	Phi	pT
78122	1.74001	2.94562	5.47695
78122	1.69186	3.62417	4.40317
78122	1.68378	3.1098	5.25984
78122	1.93958	3.14272	1.69491
78122	1.80499	3.10236	3.12392e-05
78122	1.99667	3.43155	0.795572
78122	1.93364	3.17937	2.11281e-05
78122	1.89309	3.15284	1.76986
78122	1.65611	3.26036	3.49268e-05
78122	1.82485	3.21202	4.53508e-05
78122	1.7753	3.20418	25.1467
78122	1.92428	3.26721	3.40047
78122	1.90165	3.27502	1.49938
78122	1.88777	3.32457	3.12497
78122	1.83398	3.28854	7.6826e-05
78122	1.79662	3.3026	2.56333
78122	1.69358	3.34444	0.885609
78122	1.77197	3.30479	0.000112169
78122	1.77528	3.34532	0.000122362
78122	1.76195	3.31572	8.84804e-05
78122	1.77619	3.32568	5.47759
78122	1.84612	3.35937	2.63313
78122	1.75684	3.36454	7.07986e-05
78122	1.83119	3.38879	6.77447
78122	1.77071	3.39108	4.20126e-05
78122	1.77024	3.46553	24.6412
