event	Eta	Phi	pT
30166	0.120258	4.26298	4.1043
30166	-0.415265	4.55879	2.60917e-05
30166	0.050356	4.32917	0.899112
30166	-0.105766	4.72094	3.81518
30166	-0.109428	4.62233	3.30084e-05
30166	-0.0997461	4.62248	2.28433
30166	-0.0126933	4.52516	2.95082
30166	-0.115681	4.60397	6.0585e-05
30166	-0.14402	4.60822	3.1776e-05
30166	-0.132297	4.60506	3.75805
30166	-0.117242	4.57529	6.42494
30166	-0.213681	4.53822	4.23053
30166	-0.247994	4.47769	6.79071
30166	-0.0550128	4.34168	5.11462e-05
30166	-0.0436339	4.35699	2.86247
30166	-0.064852	4.38932	4.73787
30166	-0.110788	4.36739	3.79381e-05
30166	-0.122052	4.38424	4.65889
30166	-0.189991	4.42366	2.27495
30166	-0.10711	4.518	5.72051e-05
30166	-0.145664	4.51521	1.23181
30166	-0.169736	4.48945	0.000211147
30166	-0.137133	4.45677	11.7472
