event	Eta	Phi	pT
3366	-1.06477	2.17725	4.74161
3366	-1.05424	2.27848	6.77651e-05
3366	-0.607728	2.59331	11.3459
3366	-0.699536	2.59048	4.78302
3366	-0.99058	2.38336	2.58178e-05
3366	-0.598234	2.42529	6.05971e-05
3366	-0.742091	2.36906	4.02065e-05
3366	-0.682311	2.41986	0.000133345
3366	-0.669489	2.39658	0.000120374
3366	-0.672134	2.39174	17.5639
3366	-0.631644	2.26983	15.2398
3366	-0.839979	2.22017	4.39288
3366	-0.687417	2.21303	1.84499
3366	-0.812466	2.22785	3.84296
3366	-0.753996	2.17881	4.4227
3366	-0.764224	2.21027	0.000169946
3366	-0.756283	2.22681	20.3877
