event	Eta	Phi	pT
81726	1.35887	1.8801	2.486
81726	1.39506	1.84876	2.71394
81726	1.4341	1.84648	0.000238201
81726	1.45583	1.88062	2.90787
81726	1.44025	1.87239	27.3433
81726	1.06102	1.54706	3.88224
81726	1.12141	1.80735	11.8641
81726	1.19547	1.75008	2.63307
81726	1.07899	1.61516	6.14629
81726	1.02726	1.66958	1.93631
81726	1.06169	1.7532	7.98371
81726	1.07865	1.72749	1.13761
81726	1.0853	1.67586	4.61736e-05
81726	1.12164	1.71835	9.83214e-05
81726	1.11809	1.71581	0.000217587
81726	1.12905	1.69808	5.30649
81726	1.10416	1.69319	29.3394
