event	Eta	Phi	pT
60478	2.13501	1.30664	2.61341e-05
60478	2.19509	1.47018	7.37555e-05
60478	2.19686	1.55739	1.4159
60478	1.95101	1.23748	2.68484e-05
60478	2.1557	1.46748	1.40106
60478	2.06944	1.42996	2.95676
60478	2.063	1.54224	3.42396
60478	1.96915	1.5507	5.4776e-05
60478	2.00485	1.51256	9.50008
60478	1.91816	1.3782	4.17381
60478	1.9352	1.3868	4.59384
60478	1.79644	1.39483	1.40588
60478	1.69562	1.55525	14.3173
60478	1.71155	1.66435	3.71631
60478	1.69095	1.61622	0.000117451
60478	1.69189	1.64334	16.4472
