event	Eta	Phi	pT
4997	-0.0147835	5.13832	3.48339e-05
4997	0.0866714	5.18326	4.13629
4997	0.0186463	5.21284	9.55695e-05
4997	0.09107	5.20407	3.15149
4997	-0.0574545	5.30463	3.20204
4997	-0.0736169	5.36879	4.4509e-05
4997	-0.0545597	5.32796	3.76769
4997	-0.064509	5.41928	7.1415e-05
4997	-0.00716704	5.28112	9.59229
4997	0.0355641	5.31721	3.3045
4997	0.0689723	5.3078	10.3338
4997	0.053524	5.26958	9.60278e-05
4997	0.0463196	5.29102	21.201
4997	0.0579778	5.27878	2.27009
4997	0.16596	5.28613	4.23109e-05
4997	0.316528	5.54599	2.09863e-05
4997	-0.0292768	5.45826	1.46373
4997	-0.00381568	5.57051	3.04503
4997	0.237768	5.36738	5.12237
4997	0.107663	5.36535	1.93694
4997	0.102375	5.37466	3.36925
4997	0.045264	5.43503	24.3843
4997	0.266342	5.57604	1.06637
4997	0.180962	5.60284	6.43283
4997	0.192006	5.52818	3.84563e-05
4997	0.174629	5.5449	30.5132
4997	0.167074	5.38671	2.35609
4997	0.244397	5.46235	6.91505e-05
4997	0.15881	5.42128	12.2695
4997	0.232401	5.49981	0.000220634
4997	0.183022	5.43879	3.68545
4997	0.14711	5.50646	1.5878
4997	0.161233	5.45886	0.000101211
4997	0.188803	5.49802	6.74799
4997	0.16641	5.48525	0.000128709
4997	0.170601	5.48225	10.5678
4997	0.19133	5.47538	4.63884e-05
4997	0.184703	5.47846	13.0849
