event	Eta	Phi	pT
76709	0.741901	1.59404	1.00491
76709	1.20959	1.38071	0.942159
76709	1.09039	1.44251	10.9201
76709	1.16684	1.18442	3.7941
76709	1.15531	1.2917	1.9899
76709	1.15535	1.28494	6.64934e-05
76709	1.10222	1.36774	2.5543e-05
76709	1.09178	1.30278	0.000177272
76709	1.04935	1.10911	3.69518
76709	1.07533	1.29309	4.80934e-05
76709	1.03452	1.3477	3.7028e-05
76709	1.05286	1.30498	5.22021e-05
76709	1.05488	1.30641	2.30191
76709	1.05753	1.29013	4.21365e-05
76709	1.05561	1.2261	14.1582
76709	1.03116	1.29647	2.20937
76709	1.02577	1.17201	3.14329
76709	0.936426	1.11153	7.51102
76709	0.812403	1.09032	2.20144e-05
76709	0.868875	1.26262	4.87216e-05
76709	0.865341	1.24368	0.00118146
76709	0.837505	1.24456	100.293
